25002B038-7A,7 a,Champs Limbas,25440,Abbans-Dessus,BAN,47.115212,5.876674
25002B038-7B,7 b,Champs Limbas,25440,Abbans-Dessus,BAN,47.115149,5.876999
25002B038-7C,7 c,Champs Limbas,25440,Abbans-Dessus,BAN,47.115149,5.876999
25002b1az-2,2,Rue des Champs du Château,25440,Abbans-Dessus,BAN,47.12524,5.886837
25002b1az-4,4,Rue des Champs du Château,25440,Abbans-Dessus,BAN,47.122797,5.884916
250030005-1,1,Rue Basse,25340,Abbenans,OSM,47.499699,6.448551
250030005-10,10,Rue Basse,25340,Abbenans,OSM,47.499252,6.449393
250030005-12,12,Rue Basse,25340,Abbenans,OSM,47.499326,6.449623
250030005-14,14,Rue Basse,25340,Abbenans,OSM,47.499326,6.449636
250030005-16,16,Rue Basse,25340,Abbenans,OSM,47.499083,6.449976
250030005-2,2,Rue Basse,25340,Abbenans,OSM,47.499468,6.448091
250030005-3,3,Rue Basse,25340,Abbenans,OSM,47.4996,6.448787
250030005-4,4,Rue Basse,25340,Abbenans,OSM,47.499437,6.448441
250030005-5,5,Rue Basse,25340,Abbenans,OSM,47.499483,6.450105
250030005-6,6,Rue Basse,25340,Abbenans,OSM,47.499403,6.448664
250030005-8,8,Rue Basse,25340,Abbenans,OSM,47.499352,6.449348
250030011-1,1,Rue de la Boulangerie,25340,Abbenans,OSM,47.500395,6.45102
250030011-2,2,Rue de la Boulangerie,25340,Abbenans,OSM,47.500512,6.451389
250030011-4,4,Rue de la Boulangerie,25340,Abbenans,OSM,47.500731,6.451072
250030012-1,1,Impasse du Bois Bonnal,25340,Abbenans,OSM,47.503006,6.444729
250030012-2,2,Impasse du Bois Bonnal,25340,Abbenans,OSM,47.502686,6.444964
250030012-4,4,Impasse du Bois Bonnal,25340,Abbenans,OSM,47.502965,6.444869
250030014-1,1,Rue du Breuzat,25340,Abbenans,BAN,47.499933,6.452601
250030014-2,2,Rue du Breuzat,25340,Abbenans,OSM,47.499728,6.452647
250030014-4,4,Rue du Breuzat,25340,Abbenans,OSM,47.500094,6.452845
250030015-1,1,Rue de la Cabesse,25340,Abbenans,BAN,47.499168,6.447664
250030015-2,2,Rue de la Cabesse,25340,Abbenans,BAN,47.499399,6.447533
250030015-3,3,Rue de la Cabesse,25340,Abbenans,BAN,47.498863,6.44785
250030015-4,4,Rue de la Cabesse,25340,Abbenans,BAN,47.498722,6.447834
